compound,spacegroup,spacegroup_number,wyckoff_positions,atomic_species,number_of_atoms,cif_path,label
Fe2 O3,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Fe2 O3,Pbcn,60,"8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d","['Ag', 'B', 'Cl', 'H', 'N']",152,cifs_linked/mp-1194697.cif,TI
Fe2 O3,R -3 c,167,"4c,6e","['Ac', 'S']",10,cifs_linked/mp-977351.cif,TI
Fe3 O2,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Fe3 O4,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Fe3 O4,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Fe3 O4,P 2/ c,13,"4g,4g,4g,4g,4g,4g,4g,4g,2e,4g,2e,4g,4g,4g,4g","['Ag', 'Br', 'C', 'H', 'N', 'S']",56,cifs_linked/mp-1202797.cif,TI
Fe3 O4,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Fe3 O4,Pbcm,57,"4d,8e,4d,8e,4d,8e,8e,8e,8e,8e,8e,4c,8e,8e,4d","['Ag', 'Mo', 'O', 'Se']",100,cifs_linked/mp-558550.cif,TI
Fe3 O4,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Fe3 O4,Pbcm,57,"4d,8e,4d,8e,4d,8e,8e,8e,8e,8e,8e,4c,8e,8e,4d","['Ag', 'Mo', 'O', 'Se']",100,cifs_linked/mp-558550.cif,TI
Fe3 O4,Pmma,51,"4i,2f,2d,4j,2e,2e","['Ag', 'Br', 'Hg', 'S']",16,cifs_linked/mp-560067.cif,TI
Fe3 O4,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Fe3 O4,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,TI
Fe3 O7,P 2/ m,10,"1f,1g,1e,1a,2m,2n","['Ag', 'O', 'Pb']",8,cifs_linked/mp-997021.cif,TI
Fe3 P1,I -4,82,"1d,1b,1a,4g","['Ag', 'Hg', 'I']",7,cifs_linked/mp-23485.cif,TI
Fe3 S1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Fe4 O5,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Fe4 O5,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,TI
Fe5 O7,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Fe7 S8,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,TI
Fe7 W6,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Ga1 P1,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Ga1 U1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ga1 V3,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
Ga1 Y1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ga2 U1,P 6/ mmm,191,"1a,2e","['Au', 'C']",3,cifs_linked/mp-1214766.cif,TI
Ga2 Y3,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Ga3 Y5,P 4/ ncc,130,"4b,4c,8f,16g,4c,16g","['Al', 'Mo', 'O', 'P']",52,cifs_linked/mp-557607.cif,TI
Ga5 Y3,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Gd1 S1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
Gd1 S2,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Gd1 S2,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,TI
Gd1 S2,P 4/ nmm,129,"2c,2c,2a","['Ac', 'Br', 'O']",6,cifs_linked/mp-30274.cif,TI
Gd2 O3,Ia -3,206,"4b,4a,24e","['Ag', 'F', 'Sb']",32,cifs_linked/mp-3414.cif,TI
Gd2 O3,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Gd2 O3,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,TI
Gd2 O3,Ia -3,206,"4b,4a,24e","['Ag', 'F', 'Sb']",32,cifs_linked/mp-3414.cif,TI
Gd2 S3,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ge1 S1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ge2 U1,Cmmm,65,"1d,2e,1a,2k,4p","['Ag', 'Sb', 'Te']",10,cifs_linked/mp-1215084.cif,TI
Ge2 U1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ge2 W1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ge3 W5,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
H1 Cl1,Fmmm,69,"2f,2h,2i,4n,2g,8p,4m","['Ba', 'Ca', 'O', 'Pd']",24,cifs_linked/mp-17380.cif,TI
H1 Sc1,P 4 2 / mmc,131,"2c,2b,2a,2d,8n,8o,8p,8q","['Ba', 'Eu', 'O', 'Zr']",40,cifs_linked/mp-1520816.cif,TI
H1 Sc1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
H1 Si1,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,TI
H2 Gd1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
H2 Mo1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
H2 Mo1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
H2 Nd1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
H2 Pu1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
H2 Sc1,P 4/ mmm,123,"2a,4g,4f,4e,2c","['Al', 'F', 'Tl']",16,cifs_linked/mp-1539038.cif,TI
H2 Th1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
H2 Ti1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
H2 Ti1,P 4/ nmm,129,"2c,2c,2a","['Ac', 'Br', 'O']",6,cifs_linked/mp-30274.cif,TI
H2 Ti1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
H2 Yb1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
H2 Zr1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
H2 Zr1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
H3 Am1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
H3 Lu1,P -3 c 1,165,"4d,2b,6f,12g,12g,12g,12g,6f,12g","['Al', 'O', 'P']",78,cifs_linked/mp-559996.cif,TI
H3 Mo1,I 4/ m,87,"2e,2d,4h,4h,8i","['Ag', 'Cl', 'O']",20,cifs_linked/mp-27941.cif,TI
H3 Np1,P -3 c 1,165,"4d,2b,6f,12g,12g,12g,12g,6f,12g","['Al', 'O', 'P']",78,cifs_linked/mp-559996.cif,TI
H3 Np1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
H3 Sb1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
H3 Sc1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
H3 Sc1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
H4 Fe1,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,TI
H4 Ge1,Cmmm,65,"1d,2e,1a,2k,4p","['Ag', 'Sb', 'Te']",10,cifs_linked/mp-1215084.cif,TI
H4 Ge1,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,TI
H4 Ge1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
H4 Sn1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
H4 Sn1,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,TI
H4 Sn1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Hf1 P1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Hf1 P2,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Hf1 S3,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,TI
Hf1 V2,I 4 1 / amd,141,"2b,2a,4e","['Ag', 'Bi', 'S']",8,cifs_linked/mp-1173060.cif,TI
Hf1 V2,Imma,74,"2a,2d,4i,4h","['Ag', 'As', 'Br']",12,cifs_linked/mp-2646989.cif,TI
Hf3 P2,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Hf7 P4,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Hg1 K1,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,TI
Hg1 O1,F -43 m,216,"1a,1c,1d","['Ac', 'F', 'O']",3,cifs_linked/mp-36526.cif,TI
Hg1 S1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Hg1 S1,F -43 m,216,"1a,1c,1d","['Ac', 'F', 'O']",3,cifs_linked/mp-36526.cif,TI
Ho2 N3,Ia -3,206,"4b,4a,24e","['Ag', 'F', 'Sb']",32,cifs_linked/mp-3414.cif,TI
Ho2 O3,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,TI
Ho2 O3,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Ho2 O3,Ia -3,206,"4b,4a,24e","['Ag', 'F', 'Sb']",32,cifs_linked/mp-3414.cif,TI
F6 S1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,Trivial
F6 U1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
F6 W1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
F7 I1,Aea 2,41,"2a,4b,4b,4b,4b,4b,4b,4b,2a,2a,2a,4b,4b","['Al', 'F', 'H', 'N']",44,cifs_linked/mp-1202807.cif,Trivial
H1 K1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
H1 N2,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,Trivial
H1 N3,Cc,9,"1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a","['Ag', 'O', 'Te']",18,cifs_linked/mp-1183014.cif,Trivial
H2 O1,P 6 3 cm,185,"3c,3c,3c,3c,2b,2b,1a,1a,1a,1a,2b,2b,1a,1a,2b,2b,3c,3c,1a,1a,2b,2b","['Al', 'B', 'C']",42,cifs_linked/mp-1228599.cif,Trivial
H2 O1,C 222 1,20,"2a,4c,2b","['Ag', 'F', 'O']",8,cifs_linked/mp-997028.cif,Trivial
H2 O1,P 4 1 2 1 2,92,"4a,4a,8b,8b,4a","['As', 'O']",28,cifs_linked/mp-555434.cif,Trivial
H2 O1,P 1,1,"1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a","['Ag', 'Br', 'I', 'S']",25,cifs_linked/mp-1229151.cif,Trivial
H2 O2,P 4 1 2 1 2,92,"4a,4a,8b,8b,4a","['As', 'O']",28,cifs_linked/mp-555434.cif,Trivial
H2 S1,I 4 1 / acd,142,"8e,16g,16g,16g,16g,16g,16g,16g,16g,8f,16g,16g,8f,16g,16g,16g,8e,16g,16g,8e,16g","['Al', 'C', 'H', 'O']",296,cifs_linked/mp-1201838.cif,Trivial
H2 S1,Ibca,73,"4d,8f,4e,8f,4d,8f,8f,8f,8f,8f,8f","['B', 'Ba', 'O', 'P']",76,cifs_linked/mp-6578.cif,Trivial
H2 S1,P 2 1 2 1 2 1,19,"4a,4a,4a,4a,4a,4a","['Ag', 'Ge', 'O']",24,cifs_linked/mp-983589.cif,Trivial
H2 S3,C 2,5,"2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c","['Ag', 'C', 'O']",40,cifs_linked/mp-600237.cif,Trivial
H3 N1,P 2 1 3,198,"12b,4a,4a,12b","['Ag', 'N', 'O', 'S']",32,cifs_linked/mp-556747.cif,Trivial
H3 S1,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,Trivial
H3 S2,Cm,8,"1a,1a,1a,1a,1a,1a","['Ag', 'S']",6,cifs_linked/mp-1393712.cif,Trivial
H3 S2,P 1,1,"1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a","['Ag', 'Br', 'I', 'S']",25,cifs_linked/mp-1229151.cif,Trivial
H4 N4,Pmna,53,"4g,8i,4h,4e","['Ag', 'I', 'Se']",20,cifs_linked/mp-569052.cif,Trivial
H4 N4,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,Trivial
H4 S3,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,Trivial
H4 S3,P 2 1 2 1 2 1,19,"4a,4a,4a,4a,4a,4a","['Ag', 'Ge', 'O']",24,cifs_linked/mp-983589.cif,Trivial
H4 S3,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
H4 W1,P 4/ nmm,129,"2c,2c,2a","['Ac', 'Br', 'O']",6,cifs_linked/mp-30274.cif,Trivial
H5 I1,P 222 1,17,"2a,2b,2d,2c","['B', 'C', 'N']",8,cifs_linked/mp-30148.cif,Trivial
H5 N5,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
H6 B2,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
H6 S2,P 1,1,"1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a","['Ag', 'Br', 'I', 'S']",25,cifs_linked/mp-1229151.cif,Trivial
H6 S2,Cccm,66,"4l,2b,4l,4k","['Al', 'Pb', 'S']",14,cifs_linked/mp-1103722.cif,Trivial
H9 B5,I 4 mm,107,"1a,1a,1a","['Al', 'Ge', 'Re']",3,cifs_linked/mp-1228817.cif,Trivial
I1 K1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,Trivial
I1 K1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
I1 K1,F -43 m,216,"1a,1c,1d","['Ac', 'F', 'O']",3,cifs_linked/mp-36526.cif,Trivial
I2 O4,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
I2 O5,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
I2 O6,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,Trivial
I3 P1,P 6 3,173,"2a,6c,2b,2b,6c,6c,6c,6c,6c,6c,6c,6c,6c,6c,6c,6c,6c,2b,2a,6c,2b,6c","['Al', 'Bi', 'Cl']",108,cifs_linked/mp-1198361.cif,Trivial
I3 Y1,R -3,148,"2c,3d,1a,6f","['Ag', 'H', 'I', 'O']",12,cifs_linked/mp-555477.cif,Trivial
I4 P2,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,Trivial
I4 U1,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,Trivial
K1 N3,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,Trivial
K1 N3,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,Trivial
K1 P1,P 2 1 2 1 2 1,19,"4a,4a,4a,4a,4a,4a","['Ag', 'Ge', 'O']",24,cifs_linked/mp-983589.cif,Trivial
K2 O1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
K2 O2,Cmce,64,"4e,2a,4f,4d","['Ag', 'Cl', 'Pd']",14,cifs_linked/mp-28557.cif,Trivial
K2 O2,Pbam,55,"4h,8i,4g,4g,8i,4g","['Ag', 'As', 'Hg', 'O']",32,cifs_linked/mp-558188.cif,Trivial
K2 S1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
K2 S2,P -62 m,189,"3f,6k,3f,3g,2c,6j,6k,3f,3g,1a","['Ba', 'Cl', 'F']",36,cifs_linked/mp-560641.cif,Trivial
K2 S3,Cmc 2 1,36,"4b,4b,4b,4b,4b,4b,4b,2a,4b,4b,2a,2a,2a,4b,4b,2a,2a,4b,4b,4b","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568386.cif,Trivial
K2 S5,P 2 1 2 1 2 1,19,"4a,4a,4a,4a,4a,4a","['Ag', 'Ge', 'O']",24,cifs_linked/mp-983589.cif,Trivial
K2 S6,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
K3 P1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,Trivial
K4 P6,Fmmm,69,"2f,2h,2i,4n,2g,8p,4m","['Ba', 'Ca', 'O', 'Pd']",24,cifs_linked/mp-17380.cif,Trivial
K4 P6,Fddd,70,"8h,8h,4g,4f,4g,8h,8h,8h","['Ag', 'H', 'O', 'P']",52,cifs_linked/mp-1195759.cif,Trivial
N1 S1,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
N1 Y1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,Trivial
N1 Y1,P 6 3 mc,186,"2b,2b","['Ag', 'H']",4,cifs_linked/mp-1096804.cif,Trivial
N1 Y1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
N1 Y1,F -43 m,216,"1a,1c,1d","['Ac', 'F', 'O']",3,cifs_linked/mp-36526.cif,Trivial
N2 O1,Pa -3,205,"8c,24d,24d,24d,24d","['Ag', 'B', 'Cl']",104,cifs_linked/mp-567334.cif,Trivial
N2 O3,P 2 1 2 1 2 1,19,"4a,4a,4a,4a,4a,4a","['Ag', 'Ge', 'O']",24,cifs_linked/mp-983589.cif,Trivial
N2 O4,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
N2 O4,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,Trivial
N2 O4,Im -3,204,"4c,12g,12g,3b,24h,6e,1a","['Al', 'C', 'H', 'O']",62,cifs_linked/mp-1199608.cif,Trivial
N2 O5,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,Trivial
N2 S2,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
N2 S4,P 4 2 nm,102,"8d,2a,4c,8d,4c,4c,2a,4b,4c,8d,4c,8d,4c,8d","['Al', 'B', 'Ba', 'Br', 'Na', 'O']",72,cifs_linked/mp-1197875.cif,Trivial
N2 U1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
N2 W1,P -6 m 2,187,"1a,3j,3j,6l,6l,3j,3j,6n,2i,12o,6n,6n,12o,6n,6n,6n,6n,12o,6n,2g,12o,3k,3k,6m,1f,6m,3k,3k","['Ac', 'Mg']",150,cifs_linked/mp-1184231.cif,Trivial
N2 W1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,Trivial
N4 S4,Pbcn,60,"8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d","['Ag', 'B', 'Cl', 'H', 'N']",152,cifs_linked/mp-1194697.cif,Trivial
N4 S4,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
